rank,number,frequencyCount,recentCount,currentDelay,F_i,D_i,T_i,C_i,Score_i
120,207,23,2,11,0.032394,0.036545,0.488032,0.130435,0.189524
121,666,22,2,6,0.030986,0.019934,0.496011,0.136364,0.189358
122,359,17,0,195,0.023944,0.647841,0.06383,0.164706,0.188841
123,224,8,0,134,0.011268,0.445183,0.135638,0.275,0.188108
124,893,6,0,110,0.008451,0.365449,0.151596,0.333333,0.18777
125,482,13,0,175,0.01831,0.581395,0.095745,0.184615,0.187419
126,540,13,0,175,0.01831,0.581395,0.095745,0.184615,0.187419
127,781,7,1,19,0.009859,0.063123,0.379654,0.285714,0.186621
128,127,12,0,175,0.016901,0.581395,0.103723,0.166667,0.1858
129,924,7,1,17,0.009859,0.056478,0.379654,0.285714,0.185293
130,774,7,0,123,0.009859,0.408638,0.143617,0.285714,0.184913
131,713,7,1,16,0.009859,0.053156,0.379654,0.285714,0.184628
132,144,11,0,148,0.015493,0.491694,0.111702,0.236364,0.18377
133,505,16,0,192,0.022535,0.637874,0.071809,0.1375,0.183378
134,715,7,1,13,0.009859,0.043189,0.379654,0.285714,0.182635
135,258,14,0,177,0.019718,0.58804,0.087766,0.157143,0.181282
136,034,9,0,129,0.012676,0.428571,0.12766,0.266667,0.181148
137,217,24,2,2,0.033803,0.006645,0.480053,0.125,0.180486
138,472,10,0,145,0.014085,0.481728,0.119681,0.22,0.180475
139,877,8,1,8,0.011268,0.026578,0.371676,0.3,0.180199
140,742,8,1,23,0.011268,0.076412,0.371676,0.25,0.180165
141,569,13,0,164,0.01831,0.54485,0.095745,0.184615,0.18011
142,565,9,0,134,0.012676,0.445183,0.12766,0.244444,0.180026
143,767,10,0,142,0.014085,0.471761,0.119681,0.22,0.178482
144,626,14,0,168,0.019718,0.55814,0.087766,0.171429,0.178159
145,193,15,0,177,0.021127,0.58804,0.079787,0.146667,0.177216
146,400,9,1,23,0.012676,0.076412,0.363697,0.244444,0.177083
147,490,9,0,122,0.012676,0.405316,0.12766,0.266667,0.176497
148,892,9,0,128,0.012676,0.425249,0.12766,0.244444,0.176039
149,204,10,0,144,0.014085,0.478405,0.119681,0.2,0.175811
150,020,4,0,111,0.005634,0.368771,0.167553,0.25,0.17571
151,247,12,1,23,0.016901,0.076412,0.339761,0.266667,0.175614
152,147,11,0,152,0.015493,0.504983,0.111702,0.181818,0.175519
153,265,12,0,143,0.016901,0.475083,0.103723,0.216667,0.174537
154,171,9,0,132,0.012676,0.438538,0.12766,0.222222,0.174253
155,833,10,1,22,0.014085,0.07309,0.355718,0.24,0.173559
156,670,9,1,22,0.012676,0.07309,0.363697,0.222222,0.171974
157,777,10,0,131,0.014085,0.435216,0.119681,0.22,0.171173
158,027,14,0,153,0.019718,0.508306,0.087766,0.185714,0.171049
159,612,9,0,127,0.012676,0.421927,0.12766,0.222222,0.170931
160,662,7,0,101,0.009859,0.335548,0.143617,0.285714,0.170295
161,132,10,1,23,0.014085,0.076412,0.355718,0.22,0.170223
162,571,10,1,23,0.014085,0.076412,0.355718,0.22,0.170223
163,287,9,1,19,0.012676,0.063123,0.363697,0.222222,0.169981
164,803,14,0,147,0.019718,0.488372,0.087766,0.2,0.16992
165,349,8,0,106,0.011268,0.352159,0.135638,0.275,0.169504
166,131,9,1,18,0.012676,0.059801,0.363697,0.222222,0.169316
167,845,9,1,18,0.012676,0.059801,0.363697,0.222222,0.169316
168,101,10,1,21,0.014085,0.069767,0.355718,0.22,0.168894
169,414,8,1,6,0.011268,0.019934,0.371676,0.25,0.16887
170,806,13,0,142,0.01831,0.471761,0.095745,0.2,0.168569
171,886,11,1,23,0.015493,0.076412,0.347739,0.218182,0.167888
172,384,8,0,111,0.011268,0.368771,0.135638,0.25,0.167826
173,678,9,1,9,0.012676,0.0299,0.363697,0.244444,0.167781
174,043,10,1,13,0.014085,0.043189,0.355718,0.24,0.167579
175,532,9,1,2,0.012676,0.006645,0.363697,0.266667,0.167574
176,563,12,0,137,0.016901,0.45515,0.103723,0.2,0.167217
177,847,9,1,1,0.012676,0.003322,0.363697,0.266667,0.16691
178,099,11,1,10,0.015493,0.033223,0.347739,0.254545,0.166523
179,483,9,1,7,0.012676,0.023256,0.363697,0.244444,0.166452
180,013,15,0,160,0.021127,0.531561,0.079787,0.146667,0.16592
181,971,9,1,6,0.012676,0.019934,0.363697,0.244444,0.165787
182,928,9,0,119,0.012676,0.395349,0.12766,0.222222,0.165615
183,939,10,1,22,0.014085,0.07309,0.355718,0.2,0.165559
184,649,9,0,112,0.012676,0.372093,0.12766,0.244444,0.165408
